Title,Source Link,Time of the post,Source Name
"28-year-old medical staff in China dies, allegedly after working 10 days straight battling Wuhan virus",https://mothership.sg/2020/02/doctor-overwork-die-wuhan-virus-song-yingjie/?fbclid=IwAR2lyx6SeXzPLCxHk3FDYsmwPov7BH0gIwGa6HB1ZJuh6YkZ21zD1OiTI2s,05 Feb 2020 11:40 AM,Mothership
"China’s novel coronavirus death toll rises to 490, confirmed infections hit 24,324",https://mothership.sg/2020/02/china-wuhan-virus-update-feb-5/?fbclid=IwAR0WaLksGnFd5Z4VABApOXlv5pFcDv_y1wjO2ehjJhPILe6Wn2MUxRUAFrU,05 Feb 2020 11:33 AM,Mothership
South Koreans who hoard masks during Wuhan virus outbreak can be jailed 2 years,https://mothership.sg/2020/02/south-korea-face-masks-jail/?fbclid=IwAR1e_dAkpYOkcp6br_YL8jmvPTk7uGcKrOYlBQHn18iDXQJ8ipDy_aInwJ0,05 Feb 2020 1:23 AM,Mothership
"S’porean man & Vietnamese wife give out 17,000 free masks outside Punggol MRT",https://mothership.sg/2020/02/give-free-mask-punggol/?fbclid=IwAR3yfp1p5NaaOPHuJMEm9FysSHjyOU_45Y1vL5x6-d5TNiFRKAoNATGjDL0,05 Feb 2020 12:07 AM,Mothership
"S’pore donating S$1 million, medical supplies & test kits to China for Wuhan virus fight",https://mothership.sg/2020/02/singapore-donates-1-million-to-china/?fbclid=IwAR3Wn9EaYlD2gah2Jga2nGeRN-iSCYhYYwzFwLalznnMofrraHlYWH_HxMk,04 Feb 2020 11:54 PM,Mothership
"First M’sian diagnosed with Wuhan virus had visited Grand Hyatt S’pore, stayed here for 1 week",https://mothership.sg/2020/02/malaysian-wuhan-virus-grand-hyatt/?fbclid=IwAR3Rihdh6jRrioQlXvB892Xb57DIyKAC4VVU6-KAbCHbvuUMQsqnF-sYaO8,04 Feb 2020 11:34 PM,Mothership
Wuhan Red Cross slammed for failing to deliver supplies to hospitals that urgently need them,https://mothership.sg/2020/02/china-wuhan-red-cross/?fbclid=IwAR1hAOFdcYhpA_6EP4K3HZhj2Vi9lcZNQYPTq6o2Jnu8tjqj5IYM3Z1pN0A,04 Feb 2020 11:13 PM,Mothership
Timeline of Chinese tour group that infected tour guide & Lavender shopkeepers,https://mothership.sg/2020/02/chinese-tour-group-wuhan-timeline/?fbclid=IwAR0cpnJGrKvxHO66FeGgny0bZuI5Tu5sWfOYjcjSKTJIlWgb6W3yoRPLbxg,04 Feb 2020 7:29 PM,Mothership
MOE cancels flag-raising ceremony & other group activities to prevent Wuhan virus spread,https://mothership.sg/2020/02/moe-schools-wuhan-virus/?fbclid=IwAR1jOzZCxA2QrA0efDkbPOBNuIhVpy1g3P-8LD0eNxRfYHuPp_dqU5FNTk0,04 Feb 2020 7:11 PM,Mothership
Lavender cluster of Wuhan virus not widespread transmission: MOH Chief Health Scientist,https://mothership.sg/2020/02/lavender-wuhan-virus-spread/?fbclid=IwAR1EiCb3XDDaDWD3lOBQGqlj0brAqpKSmcn0xVRi5cRhNrPmG6BphKYmHx8,04 Feb 2020 6:57 PM,Mothership
4 Thai citizens among 6 new cases of Wuhan virus reported in Thailand,https://mothership.sg/2020/02/thailand-wuhan-cases-4-thais/?fbclid=IwAR2kYE9WKBe5s9PV7hoHq56TuNmwIhI9nwBOKIXoBTHg3JDHEew6R5iXBAI,04 Feb 2020 6:36 PM,Mothership
4 in S’pore infected with Wuhan virus due to Chinese tourist stop in Lavender,https://mothership.sg/2020/02/wuhan-virus-local-spread/?fbclid=IwAR06Yr7HQd-UeEtyZsqjXoMuPvlw6Jof_45AJIoZbESCS7Ti5mCBcgFOmfU,04 Feb 2020 6:01 PM,Mothership
"Wuhan man, 35, first patient in S’pore to be cleared of Wuhan virus",https://mothership.sg/2020/02/wuhan-patient-discharge/?fbclid=IwAR2uxk4axAq5UWfvgVTNeUgPgC2GnyR4NR-Jj0eEsCKvmDbQ9I1bH7UTzlc,04 Feb 2020 6:00 PM,Mothership
"Wuhan virus: 4 cases of human-to-human transmission in S’pore, 6 new cases in total",https://mothership.sg/2020/02/wuhan-virus-singapore-local-transmission/?fbclid=IwAR15QRFg9SCOBgtozfl_cwC_nV1-qvCP8-BmsYl1_HU7wmBpzYv0K0Z2e9I,04 Feb 2020 6:00 PM,Mothership
"China says it urgently needs medical supplies, masks & protective suits to tackle Wuhan virus",https://mothership.sg/2020/02/china-needs-masks-medical-supplies-wuhan-virus/?fbclid=IwAR1LF_IUEstq1U87L9hE8lAzcINodj5vrHkPvdx-hh2a82RZ5Bbfudx6eMU,04 Feb 2020 5:13 PM,Mothership
Healthcare workers in Wuhan reveal cuts & marks on faces from wearing masks,https://mothership.sg/2020/02/healthcare-workers-wuhan-virus-face-mask-cuts/?fbclid=IwAR32W_MfOeXgIgBgiasG91F7GP2b93wa9YC6tBgeIwbrW7O5bCpG3Hz9Xxk,04 Feb 2020 4:46 PM,Mothership
First M’sian to test positive for Wuhan virus is Selangor man,https://mothership.sg/2020/02/malaysian-wuhan-virus-first/?fbclid=IwAR0ytUVfw8jXIsA3r19Q12A8dZ4Qa4_KuyTtYwgGKSqiXGkaWDU_7akK6iY,04 Feb 2020 3:41 PM,Mothership
"South Korean woman, 42, tests positive for coronavirus after visiting Thailand",https://mothership.sg/2020/02/south-korea-16th-case-coronavirus/?fbclid=IwAR3UGQY18tAu_kjrvRAJ7P40hyMajCN_vsLuj1HOI6exsP5nHEzxCsMzalQ,04 Feb 2020 3:21 PM,Mothership
Macau suspends casino operations for two weeks to curb spread of Wuhan virus,https://mothership.sg/2020/02/macau-suspends-casinos-two-weeks/?fbclid=IwAR1Fs7d38zTJSQUGR3yPk8oMGVJ9m5bPJ7KiWI5JdLWDbr3ON8POg3mg-ec,04 Feb 2020 2:55 PM,Mothership
"Japan quarantines 3,700 onboard cruise ship over Wuhan virus",https://mothership.sg/2020/02/japan-quarantines-cruise-ship-wuhan-virus/?fbclid=IwAR3mIoYkJklvrQGGOetpDBjjbIuHz5QLpGEncc0zNQdh5TWitZA4LHGBMoE,04 Feb 2020 1:41 PM,Mothership
"Indonesian evacuees from Wuhan, China sprayed with ‘alcohol’ mist upon disembarking in Batam",https://mothership.sg/2020/02/indonesian-wuhan-virus-spray/?fbclid=IwAR2WvVhZmXsDHCUoWgDAUhsEOmjkBOH9Jc6ruM9ZNEse2Y4oJDE9avr-XLc,04 Feb 2020 12:59 PM,Mothership
NATAS travel fair postponed from Feb. to May 2020 due to Wuhan virus outbreak,https://mothership.sg/2020/02/natas-travel-fair-wuhan-virus/?fbclid=IwAR2w23DnS1fv2zlXi6lAUEqLzzkr3uJldmF3JJKY1gvzY4Ef7qGNf7MxxqA,04 Feb 2020 12:26 PM,Mothership
S’pore govt: No need for landlords to evict tenants serving quarantine orders or leave of absence,https://mothership.sg/2020/02/evict-wuhan-virus-tenants-quarantine-leave-of-absence/?fbclid=IwAR1DJNpx-yrVouoAoI8lMLS4YkKbQEaGzmO17JA4tj2o0RmCrXMdKyYsBuk,04 Feb 2020 11:56 AM,Mothership
Wuhan lady pens moving post about what Wuhan was like before virus outbreak,https://mothership.sg/2020/02/what-wuhan-looks-like-before-virus/?fbclid=IwAR3mrEtpy0W1vDhfBakT4FHoUG8VcHoOfeikQLbWXi-FfdMjHfFMdHkzmBk,04 Feb 2020 11:28 AM,Mothership
"Hong Kong confirms first death from Wuhan virus, second reported death outside mainland China",https://mothership.sg/2020/02/hong-kong-first-death-wuhan-virus/?fbclid=IwAR20VNasBKD-Bwbs_LylIHEOFBCjOFGWMFtIUiwDiJDybh_k5Fb_K_z18EU,04 Feb 2020 11:09 AM,Mothership
Ong Ye Kung visits NTU & NUS students on leave of absence,https://mothership.sg/2020/02/ong-ye-kung-visits-loa-students-ntu-nus/?fbclid=IwAR0eO_GOgWxKpecfKZVUQ89jaT3mOQlhVdDoATBvFViDZsFgHKE1uiymIR0,04 Feb 2020 10:48 AM,Mothership
"China’s Wuhan virus death toll rises to 425, confirmed infections hit 20,438",https://mothership.sg/2020/02/wuhan-virus-deaths-feb-4/?fbclid=IwAR1HqT56Bug6k04VWCLMX_dFYoyw10PWMebdGClfsClUM_h5DIt7ztbPIKI,04 Feb 2020 9:41 AM,Mothership
"Kind neighbours in Punggol leave hand sanitisers, masks & alcohol swabs in lifts for public use",https://mothership.sg/2020/02/neighbours-donate-hand-sanitiser-mask-lift-punggol/?fbclid=IwAR3x4exPFJiXIXPSuQ_mfA8pvwV9IBdRCM0gqr5c4MTqkXKDkYcNRK53hkM,04 Feb 2020 12:49 AM,Mothership
Wuhan volunteers spend 6 days helping owners rescue more than 300 pets left alone in their homes,https://www.mothership.sg/2020/02/wuhan-virus-pets-rescue/?fbclid=IwAR3DBlSxrYX7jZ_n-UhZTij50jJDvM0dsUZl_4mkQmYh-50m3fwHYR4SGsU,03 Feb 2020 8:24 PM,Mothership
"Run For Hope postponed to Aug. 16, 2020 due to Wuhan virus outbreak",https://www.mothership.sg/2020/02/run-for-hope-postponed-wuhan-virus/?fbclid=IwAR0Q9-FWRVXjS3rgplEjMfUCHieuoYrHSryKb1GvcmWJWPf0Q6xJCvdPP8s,03 Feb 2020 8:12 PM,Mothership
No new Wuhan virus cases identified in S’pore for 2nd day in a row,https://mothership.sg/2020/02/wuhan-new-cases-in-singapore/?fbclid=IwAR2k0H4CNe1WjbpQmmyKv5-MVsJtQwh2RfGiJ2XuGyVDSL4tIrPqxryTO8Y,03 Feb 2020 7:43 PM,Mothership
"140 S’poreans still believed to be in Wuhan, govt working with China to help them: Lawrence Wong",https://mothership.sg/2020/02/140-singaporeans-wuhan/?fbclid=IwAR0u7O1pxPbAbvGEULlG8LCxT1T8u0Dd6LsQ9-6r95VVahc9scIdAMh2BhA,03 Feb 2020 7:05 PM,Mothership
Wuhan virus: Food becomes a challenge for Wuhan residents facing city lockdown,https://mothership.sg/2020/02/wuhan-lockdown-food/?fbclid=IwAR1NbP82rdS3HxYusiyKJ4C0LwJ8KQI26cvzmj2JFdZIbQF532fhIb5qnGA,03 Feb 2020 6:45 PM,Mothership
Carouseller selling S’pore govt-issued surgical masks for S$1 each,https://mothership.sg/2020/02/government-masks-carousell/?fbclid=IwAR3F4Ua2TG7C6d5MORW_23fERnyCU30d3yPB4gBzWDrAS2j9EhUDwOJ8Wp8,03 Feb 2020 6:33 PM,Mothership
"NUS & NTU students deliver food to students on leave of absence 3 times a day, every day",https://mothership.sg/2020/02/nus-ntu-students-deliver-food-wuhan-virus/?fbclid=IwAR2e0jOaPWC8qpL8V7cw-PcbslqTPOf1V2zU_RrngHHCo5mNKmmT2GinEKo,03 Feb 2020 6:05 PM,Mothership
Masks not mailed out to S’pore households to prevent wastage: Lawrence Wong,https://mothership.sg/2020/02/masks-distribution-wuhan-virus/?fbclid=IwAR0NzDV-UlERJo00C6D4AgcWh1_Bgd4578ZDy_3P7fKtAlajWy8OJBE-1jg,03 Feb 2020 6:00 PM,Mothership
"China builds Wuhan virus hospital in 10 days, which state media said would normally take 2 years",https://mothership.sg/2020/02/wuhan-virus-hospital/?fbclid=IwAR3LC8924RPE5bfUQ2E0mE895yF9HGxqUVV9x7b9aJXU7rjcbb0vQrUYumI,03 Feb 2020 5:35 PM,Mothership
"Govt to check on quarantined individuals through video & phone calls, spot checks",https://mothership.sg/2020/02/quarantine-leave-of-absence-lawrence-wong/?fbclid=IwAR0tO1yrjsxnEtHHH23JS7Uw-k5DyhVFBKrIR-81OJynUTX_cx-B8nYPi9I,03 Feb 2020 5:35 PM,Mothership
Chinese media highlights PM Lee’s remarks voicing support for efforts in combating Wuhan virus,https://mothership.sg/2020/02/china-praises-pm-lee-wuhan-virus-comments/?fbclid=IwAR1xdDStumioPyrI1sFXrFyzRtUq-7DoLlK_RVhw5vldvwEurlcHksufVRY,03 Feb 2020 5:08 PM,Mothership
"800,000 out of 5.2 million free masks collected since Feb. 1",https://mothership.sg/2020/02/free-mask-collection-15-percent/?fbclid=IwAR00nkXghvMtqKetTTo0l4fATNb3Q4M8YE6J1sQrNNLLdlj_Q3V0j6PkOq4,03 Feb 2020 5:00 PM,Mothership
Guangzhou scientists discover Wuhan virus on door handle at patient’s house,https://mothership.sg/2020/02/wuhan-virus-door-handle/?fbclid=IwAR3aTbqmt9gXpdyuD3Lj-GRNEBJKJrbYzkeLf052C5DcQqtctLo2TkGJNK4,03 Feb 2020 4:52 PM,Mothership
Most travel insurers exclude coverage for Wuhan virus,https://www.mothership.sg/2020/02/wuhan-virus-travel-claims/?fbclid=IwAR04T8OYEx_Le9ZIPItL1U7vwVdiokHxxyCC3IvqcgYI_2BP3TtYiTDPjGA,03 Feb 2020 4:20 PM,Mothership
Gan Kim Yong: S’pore has been preparing for an infectious disease outbreak since SARS in 2003,https://mothership.sg/2020/02/singapore-outbreak-preparation-wuhan-virus/?fbclid=IwAR35G-vhhqb1DkSNkfCI_YLknOP2ywMty48PTuG4SZZW8p3rnXE1PoGg660,03 Feb 2020 3:52 PM,Mothership
6 circulating claims about Wuhan virus that you should be wary of,https://www.mothership.sg/2020/02/wuhan-virus-fake-news/?fbclid=IwAR2-fbUEwJ-FUFjGfsuBFNTEfPzKV5zqJdmJuanio2AyYH3Pa7hMLoFgxDA,03 Feb 2020 3:39 PM,Mothership
"Wuhan virus may spread from faeces to faces, a.k.a. faecal-oral transmission",https://mothership.sg/2020/02/wuhan-virus-excrement/?fbclid=IwAR2GhypKk47SdCgT6_q1VSYfJk0Zws9zox48T2uWSqrZbAOQaNSziFhc2Uo,03 Feb 2020 3:04 PM,Mothership
Health Minister Gan Kim Yong explains what S’pore currently knows about Wuhan virus,https://mothership.sg/2020/02/wuhan-virus-ministerial-statement-background/?fbclid=IwAR3za5db4_cQmlN60BzMkIC7DS6FRjxHVxSQJ9gR-UsoF9ENluowUL6GwOc,03 Feb 2020 3:02 PM,Mothership
Man runs away after leaving 500 masks for police officers in Anhui province,https://mothership.sg/2020/02/chinese-man-give-police-face-masks/?fbclid=IwAR1dWARyNtEHfZHQrNpeGWeu-HvkluiQc3nAwit5SmibUXG1mhMMK0-hO2g,03 Feb 2020 2:51 PM,Mothership
"S’pore artist, 33, draws helpful comic on how to stay protected against coronaviruses",https://mothership.sg/2020/02/singapore-artist-infocomic-coronavirus/?fbclid=IwAR34SV9Jff11UI7b67d9gYQSZOfa4u1qwlVVvqelq2rXbfDqKnfPMqdXAS8,03 Feb 2020 2:36 PM,Mothership
Man who recovers from Wuhan virus describes his experience & treatment process,https://mothership.sg/2020/02/man-recover-from-wuhan-virus-li-zhendong/?fbclid=IwAR2ItA0x6RCGLbueP8KvkyS8HZW5i-r7_Rs3TLdd6GpVv3ysKr_W0669rn8,03 Feb 2020 1:47 PM,Mothership
Thai doctors confirm mix of flu & HIV drugs effective in treating Wuhan virus,https://mothership.sg/2020/02/thailand-hiv-drugs-wuhan-virus-treatment/?fbclid=IwAR1hN7SojGuBR6EVlzd3MIBKl9nKzdkef_D3J4oOzNIE9KpHuyJLSm5fwsw,03 Feb 2020 12:07 PM,Mothership
Shanmugam: Wuhan virus situation brought out both best & worst in S’poreans,https://www.mothership.sg/2020/02/shanmugam-singaporeans-wuhan-virus/?fbclid=IwAR1_yzn_MJQ2toYpSkA70u7VktpOrJSkjxcvcjf1ulZcKZi8FXkZyytADWg,03 Feb 2020 7:20 AM,Mothership
"Chinese singer Hu Haiquan sends 160,000 masks back to China from Changi Airport",https://mothership.sg/2020/02/haiquan-masks-wuhanvirus/?fbclid=IwAR120eANZ_uH6N2chK1gaCHfiR0UCmo295y373jBHL89XOCtS6xfMYYAVuw,03 Feb 2020 2:22 AM,Mothership
S’pore doctor who survived SARS infection shares tips on how to avoid getting Wuhan virus,https://mothership.sg/2020/02/leong-hoe-nam-wuhan-virus/?fbclid=IwAR0WorPodX8Edv6QFE44R50Hhd0kpB-rjJAvpr_C3Nw8xeHakQl7kZAov1g,03 Feb 2020 1:58 AM,Mothership
"S’pore roads & streets really palpably quieter & emptier on Sunday, Feb. 2, 2020",https://mothership.sg/2020/02/wuhan-virus-china-tourists-singapore-quiet/?fbclid=IwAR0hjmOJbFIfcrxCeBeJtctNgTkeilk9yhgbEimfjAiOMPmfGTKu-ZcNpKc,03 Feb 2020 1:08 AM,Mothership
Wuhan virus: 15 travellers refused entry into S’pore less than a day after travel restriction enforced,https://mothership.sg/2020/02/wuhan-virus-15-travellers-refused/?fbclid=IwAR3iKdNXICZAKAIorymoSzlgfTN1XxC7x90zhYfVR9KDTaO7ITvZXPVA5uI,02 Feb 2020 8:38 PM,Mothership
"No new Wuhan virus cases identified in S’pore as of Feb. 2, 2020",https://mothership.sg/2020/02/no-new-wuhan-virus/?fbclid=IwAR125b657JgCR3Qe-KOgKgmQrL8A-DCVxUSymacilpjQ9lILdWlKXXi5jc8,02 Feb 2020 8:03 PM,Mothership
Teachers use MOE video to educate students on responsible use of masks,https://mothership.sg/2020/02/moe-surgical-mask-video/?fbclid=IwAR3aAkJZp7ovANxr7A9UO-ndNR2Yq6a1Wonc0b5yMS9kMOm_aY3ssimvu84,02 Feb 2020 5:21 PM,Mothership
STB to subsidise cleaning costs of hotels with confirmed & suspected Wuhan virus cases,https://mothership.sg/2020/02/stb-tourism-wuhan-virus/?fbclid=IwAR2f6WpdJsTnR1nfc2R-UJ1bnms4Gswh4oD0yM57HqslTYxR1cUZ0S64Q1k,02 Feb 2020 5:05 PM,Mothership
