Title,Source Link,Time of the post,Source Name
"Japan testing 3,700 people quarantined on cruise ship after Hong Kong novel coronavirus case",https://www.channelnewsasia.com/news/asia/japan-wuhan-coronavirus-cruise-ship-quarantine-virus-12388092?cid=FBcna&fbclid=IwAR1TKCssguiPO-2lXmBc-qJci93q8D0y-gPGe_T0leH5Sqc6REdMRY2ETQY,04 Feb 2020 9:09 AM,Channel NewsAsia
China detains woman for hiding coronavirus contact history,https://www.channelnewsasia.com/news/asia/wuhan-coronavirus-china-detains-hiding-contact-history-virus-12387102?cid=FBcna&fbclid=IwAR0t_m5YhWpvfEGMXUkzn4Y_PxQ7WOsjxqiQo_YDhasw8R68B5HABTPjpJc,04 Feb 2020 1:10 AM,Channel NewsAsia
Some businesses suffer fallout from novel coronavirus,https://www.channelnewsasia.com/news/singapore/some-businesses-suffer-fallout-novel-coronavirus-wuhan-12386396?cid=FBcna&fbclid=IwAR04yNuXiEypxksLhZu7wH3g_8vA2HCm8JPjKsjZASpOsqDNvmvM-WfL03U,04 Feb 2020 7:52 AM,Channel NewsAsia
Disquiet in Indonesia’s Natuna over use of island as quarantine site amid coronavirus outbreak,https://www.channelnewsasia.com/news/asia/wuhan-coronavirus-indonesia-natuna-afraid-concerned-quarantine-12386040?cid=FBcna&fbclid=IwAR30ILPjj6WARGrbWWupRt1SCMPsdkg32QPJj1Y0gOv3azaOXv6BDdK5E7s,04 Feb 2020 6:22 AM,Channel NewsAsia
Commentary: Novel coronavirus reveals old vulnerabilities in the global economy,https://www.channelnewsasia.com/news/commentary/wuhan-virus-global-economic-growth-markets-12386076?cid=FBcna&fbclid=IwAR3slATGpdIKrbwTrbNEwkYu0S-7kiZzWN1IiHXCz6UQO_N5CERXemf11e8,04 Feb 2020 6:30 AM,Channel NewsAsia
China coronavirus death toll soars past 400,https://www.channelnewsasia.com/news/asia/wuhan-virus-china-coronavirus-death-toll-rises-12387992,04 Feb 2020 7:04 AM,Channel NewsAsia
US health officials announce second case of person-to-person coronavirus transmission,https://www.channelnewsasia.com/news/world/us-health-officials-announce-second-case-of-person-to-person-12387726,04 Feb 2020 4:22 AM,Channel NewsAsia
Commentary: We know more about the novel coronavirus but uncertainty remains about how virus spreads,https://www.channelnewsasia.com/news/commentary/wuhan-coronavirus-symptoms-incubation-quarantine-spread-12385734?cid=FBcna&fbclid=IwAR2zG7T6jncRpgiFlfAif50Qo14nb8wHhjg3npZCEIg-Lp_rv2xxHHslpc0,04 Feb 2020 6:22 AM,Channel NewsAsia
Novel coronavirus: Landlords may be penalised for evicting tenants on quarantine or leave of absence,https://www.channelnewsasia.com/news/singapore/wuhan-coronavirus-landlords-eviction-tenants-quarantine-loa-12387052?cid=FBcna&fbclid=IwAR12iAQJ4DY2YLjRMrdDEcoo-98xOU6POx7n0LmBXhKCCFOyWgfGJ8S3to0,04 Feb 2020 12:36 AM,Channel NewsAsia
Philippines' Duterte says xenophobia against Chinese over coronavirus must stop,https://www.channelnewsasia.com/news/asia/wuhan-virus-philippines-duterte-chinese-xenophobia-12387050?cid=FBcna&fbclid=IwAR3zxoEqKCM6av5NahnIj6e97KsBpkB7wTMgNePK3F72eEseRlwfbYLsxC4,03 Feb 2020 11:40 PM,Channel NewsAsia
China says it shared 'latest information' with Taiwan about coronavirus outbreak,https://www.channelnewsasia.com/news/asia/wuhan-coronavirus-china-taiwan-who-un-12386984?cid=FBcna&fbclid=IwAR1PfsA-nCzx3Bg5k3UkBX7k4QsiIekedgzyDie_Uv3c1Ngs67Q3okf7VVM,03 Feb 2020 11:05 PM,Channel NewsAsia
Pakistan bucks trend and resumes flights to virus-hit China,https://www.channelnewsasia.com/news/asia/pakistan-bucks-trend-and-resumes-flights-to-virus-hit-china-12386946?cid=FBcna&fbclid=IwAR2MSkpo4VbL10dzfQHFC58QWWUr5WK2xL3WJKd0FpoyCCFZvzcQkrQkM5E,03 Feb 2020 10:19 PM,Channel NewsAsia
China admits 'shortcomings' in virus response,https://www.channelnewsasia.com/news/asia/china-leadership-admits-shortcomings-virus-response-12386982?cid=FBcna&fbclid=IwAR1tSQl8koNt01QrnPgs1yYlnHvUIbUkCR4ADbBiFoLl9J93JBdDu2HCZBo,03 Feb 2020 10:58 PM,Channel NewsAsia
MPs raise concerns over possible community spread of novel coronavirus and the economic impact on Singapore,https://www.channelnewsasia.com/news/singapore/wuhan-coronavirus-concerns-parliament-mps-12386616?cid=FBcna&fbclid=IwAR0TuzkhtaGCwy9dBA0Fv_RE9m7vt1xvkIv54t0V_ZhKCJmWeFmSPfYsBdQ,03 Feb 2020 10:37 PM,Channel NewsAsia
Chinese turn to social media to feed stranded pets in virus city,https://www.channelnewsasia.com/news/asia/china-wuhan-coronavirus-stranded-pets-social-media-12386638?cid=FBcna&fbclid=IwAR1cFntRj8TwcXaIPZwx7e6cZkHggv2H_ieJz8sKFOwqdGs0R4ecjlbvVW4,03 Feb 2020 8:23 PM,Channel NewsAsia
No new cases of novel coronavirus in Singapore for second day running; total remains at 18,https://www.channelnewsasia.com/news/singapore/wuhan-coronavirus-singapore-no-new-cases-feb-3-12384398?cid=fbcna&fbclid=IwAR2TJFyY1RjKMSzR53bzvfEAQ2WwCWsxhp6dM7aZYc1_MbbTQdcPJbVjznc,03 Feb 2020 7:52 PM,Channel NewsAsia
Malaysia to quarantine citizens evacuated from Wuhan in remote location,https://www.channelnewsasia.com/news/asia/malaysia-evacuate-citizens-wuhan-coronavirus-quarantine-remote-12386402,03 Feb 2020 7:40 PM,Channel NewsAsia
Chinese cerebral palsy patient dies after father quarantined for coronavirus,https://www.channelnewsasia.com/news/asia/wuhan-coronavirus-dad-quarantined-disabled-boy-dies-12386258?cid=FBcna&fbclid=IwAR1J6ipYj8IzUfgdZBt0I-lY2gt8qaXVrbHGnlgRUTIUlUKsdA0NtxYPd0Q,03 Feb 2020 7:02 PM,Channel NewsAsia
